@relation 'World Happiness Report 2024-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-R3-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 'Life Ladder' numeric
@attribute 'Log GDP per capita' numeric
@attribute 'Social support' numeric
@attribute 'Healthy life expectancy at birth' numeric
@attribute 'Freedom to make life choices' numeric
@attribute Generosity numeric
@attribute 'Perceptions of corruption' numeric
@attribute 'Positive affect' numeric
@attribute 'Negative affect' numeric
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
0.343503,0.314324,0.685113,0.75987,0.879568,0.301753,0.045146,0.80727,0.081808,yes,no
0.326795,0.324245,0.59269,0.76871,0.897889,0.347584,0.06266,0.727464,0.198867,yes,no
0.304515,0.329704,0.575548,0.773497,0.901647,0.347596,0.130162,0.760202,0.325877,yes,no
0.271178,0.331952,0.379822,0.778285,0.898183,0.372769,0.188338,0.773596,0.443148,no,no
0.338363,0.341319,0.511055,0.783073,0.919477,0.378018,0.135655,0.831908,0.362565,yes,no
0.294892,0.352137,0.344134,0.787861,0.846503,0.384621,0.140044,0.763225,0.538601,yes,no
0.860591,0.837937,0.842551,0.802593,0.689662,0.326857,0.495688,0.712083,0.257,no,no
0.888353,0.832558,0.873778,0.808486,0.520255,0.328362,0.747577,0.765313,0.239302,no,no
0.820774,0.83615,0.78358,0.811432,0.401004,0.303515,0.49861,0.607116,0.191502,no,no
0.722256,0.826679,0.912985,0.814378,0.543159,0.219585,0.432384,0.715012,0.380698,no,no
0.74593,0.82946,0.858067,0.817325,0.593856,0.29411,0.747577,0.661889,0.344892,no,no
0.804213,0.842387,0.792248,0.820271,0.495661,0.187943,0.747577,0.738056,0.253119,no,no
0.759178,0.847405,0.841604,0.823217,0.438849,0.208848,0.747577,0.727672,0.228517,no,no
0.773838,0.848525,0.788378,0.826164,0.571746,0.245097,0.747577,0.726947,0.310062,no,no
0.741668,0.851658,0.777476,0.82911,0.705466,0.252492,0.747577,0.687449,0.370204,no,no
0.751629,0.855983,0.779228,0.832057,0.782038,0.278373,0.747577,0.693581,0.393023,no,no
0.77069,0.856505,0.87168,0.835003,0.721342,0.193518,0.747577,0.774883,0.295176,no,no
0.744028,0.852654,0.806018,0.837949,0.774024,0.194394,0.747577,0.74335,0.358775,no,no
0.753247,0.853208,0.842589,0.840896,0.827903,0.135752,0.747577,0.733144,0.330694,no,no
0.783651,0.85084,0.900379,0.843842,0.875685,0.179547,0.747577,0.701961,0.249256,no,no
0.783405,0.842853,0.872106,0.846788,0.866613,0.214003,0.747577,0.742149,0.270904,no,no
0.766441,0.84932,0.831408,0.849735,0.890729,0.223065,0.747577,0.779888,0.234193,no,no
0.756989,0.860893,0.88508,0.852681,0.689662,0.296108,0.747577,0.707497,0.19654,no,no
0.84185,0.86239,0.864452,0.855628,0.689662,0.353232,0.747577,0.791843,0.252674,no,no
0.465455,0.390837,0.700852,0.718621,0.670416,0.269691,0.812308,0.721154,0.228756,no,no
0.504435,0.391089,0.6458,0.723041,0.620582,0.317764,0.834832,0.765253,0.186547,no,no
0.504957,0.392713,0.695644,0.72746,0.506787,0.290848,0.890275,0.695298,0.272451,no,no
0.45325,0.392775,0.766853,0.73188,0.434069,0.284656,0.931187,0.751367,0.232921,no,no
0.458747,0.39379,0.700907,0.736299,0.725298,0.245276,0.859989,0.696838,0.096487,no,no
0.378904,0.391519,0.492925,0.740719,0.545121,0.165279,0.880409,0.734433,0.156452,no,no
0.354346,0.393467,0.636074,0.745138,0.581272,0.286136,0.861408,0.770144,0.210445,no,no
0.351175,0.392933,0.783454,0.749558,0.538051,0.270684,0.845304,0.731294,0.132413,no,no
0.462105,0.398331,0.826351,0.753978,0.613114,0.277195,0.700852,0.734335,0.119787,no,no
0.495087,0.403939,0.623503,0.758397,0.649025,0.213791,0.770287,0.753503,0.200901,no,no
0.491753,0.409544,0.804579,0.762817,0.680994,0.238271,0.800731,0.854876,0.260696,no,no
0.504886,0.416745,0.679126,0.767236,0.605959,0.278685,0.833311,0.812527,0.334644,no,no
0.517703,0.422128,0.673324,0.771656,0.529706,0.249767,0.811728,0.773795,0.264271,no,no
0.62447,0.425076,0.605165,0.776075,0.70096,0.302916,0.802123,0.836248,0.40072,no,no
0.515832,0.422878,0.51698,0.780495,0.751627,0.276661,0.864796,0.903966,0.298457,no,no
0.53751,0.428878,0.549266,0.784915,0.700542,0.352203,0.829204,0.899,0.293058,no,no
0.538102,0.431314,0.501855,0.789334,0.700472,0.373749,0.863888,0.899427,0.328152,no,no
0.565694,0.434685,0.57997,0.793754,0.752182,0.372977,0.844639,0.916618,0.282389,no,no
0.514884,0.651999,0.811717,0.862699,0.296587,0.161965,0.917384,0.495129,0.404731,no,no
0.459958,0.657786,0.713859,0.866824,0.191022,0.150105,0.976481,0.406906,0.567235,no,no
0.471979,0.659624,0.655156,0.868886,0.309623,0.157241,0.981221,0.378635,0.53497,no,no
0.524502,0.664186,0.717922,0.870949,0.280306,0.143143,0.993293,0.39618,0.526681,no,no
0.574866,0.663863,0.778807,0.873011,0.306884,0.195538,0.966661,0.380648,0.463935,no,no
0.567047,0.669292,0.790187,0.875074,0.402362,0.224904,0.92073,0.462535,0.515743,no,no
0.568663,0.66745,0.730434,0.877136,0.400721,0.39026,0.924538,0.417586,0.39138,no,no
0.599082,0.671166,0.774619,0.879199,0.419607,0.261244,0.869296,0.416283,0.353471,no,no
0.663655,0.677358,0.878217,0.88104,0.510083,0.255666,0.901368,0.444703,0.346368,no,no
0.570043,0.681605,0.863563,0.882882,0.603196,0.246381,0.860963,0.433882,0.391845,no,no
0.690925,0.689645,0.822957,0.884723,0.675923,0.225066,0.8739,0.494101,0.343424,no,no
0.736181,0.697414,0.889282,0.886565,0.692588,0.282326,0.820548,0.419199,0.25632,no,no
0.706517,0.697022,0.821846,0.888406,0.812786,0.463338,0.8325,0.567976,0.441975,no,no
0.736753,0.710394,0.871909,0.890248,0.821887,0.578312,0.813249,0.551648,0.36728,no,no
0.781327,0.715791,0.879453,0.892089,0.731041,0.397875,0.807867,0.475142,0.308482,no,no
0.765806,0.721207,0.87826,0.893931,0.763932,0.40846,0.787382,0.492954,0.198068,no,no
0.348328,0.25946,0.438845,0.582793,0.595473,0.419791,0.844834,0.504968,0.479081,no,no
0.341937,0.268359,0.603659,0.588391,0.650135,0.561065,0.838839,0.646889,0.333044,no,no
0.254685,0.272866,0.477549,0.593989,0.644881,0.46519,0.938429,0.580288,0.461306,no,no
0.423394,0.279473,0.768852,0.605186,0.657924,0.334099,0.923176,0.451878,0.334054,no,no
0.477966,0.284585,0.728948,0.610784,0.715357,0.327419,0.864326,0.448203,0.348621,no,no
0.479843,0.330261,0.632582,0.62198,0.648995,0.254486,0.865609,0.513098,0.546908,no,no
0.477717,0.333457,0.843521,0.627578,0.598772,0.355698,0.792059,0.628473,0.404399,no,no
0.538369,0.292248,0.503706,0.633176,0.523196,0.37213,0.832875,0.634016,0.533389,no,no
0.512297,0.298321,0.564473,0.644962,0.598381,0.425638,0.873416,0.62012,0.600534,no,no
0.416805,0.300377,0.558629,0.656747,0.63724,0.400216,0.857736,0.607362,0.663024,no,no
0.448881,0.302083,0.55514,0.668533,0.644997,0.415864,0.865472,0.503096,0.616753,no,no
0.321493,0.306616,0.503951,0.680318,0.646695,0.395758,0.884593,0.485688,0.571514,no,no
0.361108,0.30254,0.502047,0.703889,0.569232,0.428518,0.860995,0.509573,0.588047,no,no
0.189852,0.304601,0.360876,0.715675,0.569836,0.420181,0.871911,0.446735,0.678408,no,no
0.324342,0.306544,0.491614,0.72746,0.614639,0.424375,0.876623,0.461969,0.558416,no,no
0.769025,0.917447,0.890645,0.95551,0.69836,0.453852,0.747577,0.723849,0.295864,no,no
0.824096,0.924719,0.912121,0.958162,0.843719,0.60305,0.029973,0.580087,0.050928,yes,no
0.79563,0.919067,0.812831,0.960813,0.57124,0.364805,0.032252,0.635331,0.278763,yes,no
0.721824,0.91437,0.84049,0.963465,0.724135,0.248701,0,0.384753,0.200709,yes,no
0.779221,0.933538,0.837733,0.966117,0.81636,0.303449,0.026458,0.494467,0.078164,yes,no
0.78362,0.939953,0.890836,0.968768,0.784164,0.177766,0.067216,0.31902,0.09792,yes,no
0.779489,0.948039,0.763632,0.974072,0.791148,0.43148,0.218547,0.68677,0.104447,no,no
0.858026,0.952206,0.782236,0.976724,0.801434,0.469132,0.10274,0.844833,0.156783,yes,no
0.7923,0.955047,0.840729,0.979375,0.870141,0.464891,0.067237,0.790843,0.094634,yes,no
0.70532,0.958691,0.918044,0.980849,0.892397,0.458138,0.012777,0.803889,0.045357,yes,no
0.756519,0.965775,0.881451,0.982322,0.921982,0.450938,0.133526,0.810257,0.155322,yes,no
0.755944,0.970724,0.888684,0.983795,0.908704,0.256984,0.064726,0.783554,0.03881,yes,no
0.756507,0.971014,0.917767,0.985268,0.937723,0.346158,0.036307,0.702904,0.08898,yes,no
0.787431,0.985672,0.853866,0.988215,0.859321,0.384764,0.115747,0.735212,0.123929,yes,no
0.749781,0.986117,0.821641,0.989688,0.852173,0.411874,0.747577,0.721784,0.203017,no,no
0.797409,0.629864,0.906448,0.991161,0.836242,0.326857,0.123772,0.692877,0.17327,yes,no
0.591215,0.725699,0.955522,0.867708,0.415099,0.27516,0.960399,0.57768,0.362018,no,no
0.708102,0.752141,0.910814,0.880672,0.538339,0.22495,0.91969,0.601821,0.312726,no,no
0.692195,0.756219,0.907723,0.883913,0.659106,0.332117,0.919686,0.580907,0.329134,no,no
0.68715,0.758073,0.918865,0.887154,0.517526,0.295818,0.919053,0.57609,0.353016,no,no
0.69093,0.758924,0.897296,0.890395,0.488368,0.273845,0.9275,0.614695,0.311605,no,no
0.720962,0.763094,0.916877,0.893636,0.537063,0.201959,0.926793,0.624238,0.295967,no,no
0.724396,0.771133,0.942184,0.896877,0.474128,0.199588,0.941217,0.643225,0.299925,no,no
0.699336,0.774055,0.944457,0.900191,0.623348,0.264394,0.929682,0.722875,0.240177,no,no
0.7546,0.778512,0.902576,0.903506,0.642012,0.270351,0.933704,0.752802,0.209029,no,no
0.735246,0.784713,0.914422,0.906821,0.699365,0.161611,0.922653,0.696538,0.274105,no,no
0.736481,0.788524,0.928529,0.910136,0.717185,0.198468,0.939426,0.705644,0.27188,no,no
0.777395,0.782866,0.956287,0.91345,0.704997,0.248408,0.912726,0.731721,0.30829,no,no
0.762465,0.790934,0.95234,0.916765,0.678092,0.36766,0.907466,0.727517,0.254714,no,no
0.713869,0.794089,0.965836,0.92008,0.666131,0.202515,0.85023,0.689797,0.289449,no,no
0.739017,0.796611,0.939298,0.923394,0.693476,0.196145,0.833308,0.663941,0.24491,no,no
0.672339,0.792317,0.932464,0.911019,0.934793,0.36241,0.709435,0.609153,0.360966,no,no
0.675144,0.7935,0.909571,0.918091,0.882119,0.303141,0.81052,0.573919,0.354393,no,no
0.712604,0.794961,0.907604,0.920448,0.881546,0.349508,0.85393,0.586078,0.341929,no,no
0.705689,0.796018,0.925997,0.922805,0.897293,0.297198,0.904921,0.579711,0.325775,no,no
0.709685,0.791326,0.91755,0.925162,0.893257,0.302445,0.902411,0.595418,0.323634,no,no
0.696624,0.789423,0.927254,0.927519,0.874328,0.355735,0.93098,0.632438,0.308003,no,no
0.652619,0.793704,0.895938,0.929876,0.871274,0.371739,0.921781,0.588357,0.334606,no,no
0.661857,0.797137,0.886475,0.932233,0.882186,0.328886,0.903934,0.660723,0.287338,no,no
0.690974,0.802127,0.930372,0.934811,0.892153,0.268645,0.847268,0.593566,0.303749,no,no
0.725113,0.80967,0.922074,0.93739,0.915026,0.297233,0.837058,0.572477,0.326226,no,no
0.73737,0.816168,0.938914,0.939968,0.943013,0.20663,0.848089,0.599276,0.309957,no,no
0.79909,0.820553,0.95002,0.942546,0.947485,0.222535,0.791331,0.628313,0.233337,no,no
0.768932,0.81228,0.955336,0.945124,0.964677,0.239745,0.803056,0.561999,0.371656,no,no
0.813331,0.824676,0.957727,0.947702,0.822836,0.351347,0.758377,0.658347,0.286733,no,no
0.807717,0.83314,0.939948,0.95028,0.927603,0.422296,0.766825,0.632582,0.255421,no,no
0.811037,0.83554,0.898978,0.952858,0.929079,0.356676,0.753978,0.618208,0.279341,no,no
0.630337,0.212022,0.504025,0.603123,0.85295,0.346362,0.444343,0.723755,0.200173,no,no
0.604419,0.229359,0.488804,0.609605,0.977132,0.34192,0.395577,0.83025,0.167241,no,no
0.502648,0.236542,0.482396,0.615498,0.910349,0.393153,0.427817,0.842704,0.177768,no,no
0.550655,0.629864,0.858025,0.83503,0.684395,0.326857,0.504361,0.750656,0.047077,no,no
0.501078,0.629864,0.791419,0.83503,0.782004,0.326857,0.459769,0.642914,0.001108,no,no
0.541627,0.629864,0.737354,0.83503,0.832108,0.326857,0.339785,0.726022,0.063532,no,no
0.560438,0.629864,0.735153,0.83503,0.700138,0.326857,0.314989,0.720655,0.11207,no,no
0.564397,0.638926,0.902107,0.578668,0.555522,0.235959,0.747577,0.77387,0.225125,no,no
0.582277,0.645769,0.737809,0.591927,0.609989,0.164541,0.86855,0.680214,0.204949,no,no
0.60333,0.649035,0.765782,0.605186,0.687755,0.22436,0.876081,0.756714,0.19861,no,no
0.584351,0.64458,0.855118,0.618444,0.675287,0.168047,0.916744,0.676369,0.238254,no,no
0.500345,0.64751,0.90741,0.631703,0.674621,0.121313,0.796802,0.736966,0.065958,no,no
0.541618,0.650528,0.829224,0.644962,0.802174,0.167383,0.826919,0.767933,0.237157,no,no
0.571803,0.652218,0.89363,0.65822,0.478075,0.158746,0.846997,0.754749,0.153487,no,no
0.353157,0.653996,0.805146,0.671479,0.641938,0.241392,0.806205,0.796477,0.134778,no,no
0.526471,0.653716,0.860114,0.684738,0.747453,0.203135,0.828054,0.781607,0.258295,no,no
0.535209,0.652478,0.882434,0.697996,0.837849,0.193664,0.862267,0.762957,0.125513,no,no
0.517756,0.651975,0.852523,0.705731,0.721168,0.247853,0.82025,0.800347,0.351515,no,no
0.479749,0.653217,0.845836,0.713465,0.738729,0.191105,0.875017,0.751834,0.298203,no,no
0.534703,0.653681,0.807674,0.721199,0.692887,0.26591,0.850135,0.790505,0.321574,no,no
0.557106,0.652068,0.816073,0.728933,0.673871,0.185234,0.827596,0.778385,0.298655,no,no
0.544036,0.639422,0.873153,0.736668,0.698456,0.298297,0.92525,0.825454,0.340176,no,no
0.640783,0.645598,0.914237,0.744402,0.627927,0.184415,0.903281,0.859138,0.144841,no,no
0.638168,0.647518,0.867316,0.752136,0.63975,0.258015,0.92093,0.801237,0.251734,no,no
0.56317,0.64665,0.804958,0.75987,0.6862,0.221646,0.871487,0.750635,0.276583,no,no
0.601233,0.77769,0.720936,0.932528,0.643355,0.271095,0.805226,0.520003,0.410733,no,no
0.66581,0.786037,0.7884,0.935769,0.564857,0.264089,0.809591,0.614461,0.231028,no,no
0.609759,0.78963,0.692102,0.93901,0.390259,0.222772,0.776056,0.532279,0.251378,no,no
0.648061,0.790077,0.767574,0.942251,0.491315,0.228807,0.793499,0.591447,0.202273,no,no
0.717571,0.799974,0.773652,0.945492,0.592371,0.289136,0.755658,0.634989,0.076546,no,no
0.840845,0.804609,0.765205,0.948733,0.599906,0.274446,0.835483,0.579548,0.136842,no,no
0.700839,0.807615,0.720803,0.951974,0.515404,0.326857,0.852801,0.612041,0.198805,no,no
0.694238,0.811942,0.748857,0.955215,0.546434,0.273167,0.840295,0.581296,0.170504,no,no
0.670864,0.816047,0.671215,0.958456,0.52174,0.279789,0.842621,0.5622,0.321733,no,no
0.66773,0.819695,0.71152,0.961697,0.512035,0.286849,0.849639,0.542154,0.259847,no,no
0.695982,0.823773,0.767917,0.965748,0.479147,0.346459,0.871889,0.573642,0.241208,no,no
0.681633,0.828375,0.762341,0.9698,0.40933,0.334897,0.860153,0.520934,0.244573,no,no
0.676638,0.832331,0.750213,0.973851,0.491309,0.235331,0.803339,0.567467,0.216142,no,no
0.685927,0.835374,0.731029,0.977902,0.631188,0.267612,0.719876,0.587898,0.246408,no,no
0.669583,0.833992,0.763687,0.981953,0.638386,0.218638,0.663971,0.526363,0.264247,no,no
0.717085,0.840885,0.767361,0.986005,0.645792,0.294806,0.68551,0.549716,0.222616,no,no
0.692932,0.845364,0.766431,0.990056,0.65424,0.328429,0.751148,0.576266,0.241405,no,no
0.716962,0.848131,0.752476,0.994107,0.705586,0.323237,0.715543,0.602404,0.261455,no,no
0.378577,0.629864,0.417455,0.680024,0.447838,0.326857,0.745026,0.566942,0.555731,no,no
0.414016,0.629864,0.469703,0.681791,0.374341,0.326857,0.711342,0.530496,0.590265,no,no
0.238486,0.629864,0.400374,0.684369,0.279594,0.326857,0.7912,0.588697,0.75021,no,no
0.227876,0.629864,0.432873,0.686948,0.300855,0.326857,0.765835,0.547911,0.698922,no,no
0.871447,0.816025,0.965354,0.938126,0.908819,0.326857,0.782714,0.731427,0.253928,no,no
0.847971,0.822564,0.959842,0.941662,0.731666,0.231236,0.789513,0.764196,0.290833,no,no
0.892476,0.821406,0.948529,0.94343,0.799978,0.177207,0.683501,0.667683,0.284559,no,no
0.729827,0.813727,0.923742,0.945197,0.687316,0.198613,0.804266,0.661447,0.407074,no,no
0.728293,0.813243,0.950729,0.946965,0.750709,0.188356,0.84861,0.661562,0.384468,no,no
0.777269,0.811335,0.943488,0.948733,0.779981,0.203993,0.854724,0.692593,0.439597,no,no
0.743495,0.806345,0.933713,0.950501,0.695338,0.263978,0.852667,0.660555,0.456278,no,no
0.722618,0.804579,0.92267,0.952269,0.70164,0.223518,0.928852,0.68658,0.464905,no,no
0.768101,0.80732,0.947994,0.954037,0.674048,0.294034,0.863526,0.7149,0.406403,no,no
0.756849,0.813572,0.959333,0.955804,0.665497,0.25151,0.829538,0.746156,0.324766,no,no
0.747639,0.818301,0.939922,0.957646,0.71329,0.274833,0.826262,0.640056,0.350714,no,no
0.734513,0.822689,0.889102,0.959487,0.696626,0.290193,0.797477,0.599251,0.35322,no,no
0.776545,0.82565,0.89853,0.961329,0.652616,0.248934,0.781904,0.648067,0.441349,no,no
0.768245,0.827678,0.949508,0.96317,0.726229,0.274358,0.733209,0.648948,0.374335,no,no
0.774884,0.807336,0.930962,0.965012,0.733218,0.204764,0.732829,0.698517,0.376102,no,no
0.77005,0.815901,0.919741,0.966853,0.731287,0.253582,0.732164,0.653028,0.387943,no,no
0.750354,0.823852,0.929599,0.968695,0.730777,0.325799,0.67285,0.648564,0.38148,no,no
0.768035,0.826533,0.900927,0.970536,0.727175,0.323012,0.674652,0.675049,0.389804,no,no
0.454659,0.554591,0.836991,0.818503,0.654726,0.379831,0.846541,0.652308,0.21483,no,no
0.465077,0.563592,0.803701,0.825575,0.670587,0.425686,0.855964,0.583773,0.220501,no,no
0.467458,0.571324,0.773897,0.832646,0.800044,0.476638,0.871447,0.676485,0.112327,no,no
0.434981,0.57541,0.79222,0.839717,0.753848,0.614875,0.690585,0.684039,0.144188,no,no
0.400084,0.586479,0.772138,0.846788,0.673699,0.569283,0.774493,0.744465,0.129829,no,no
0.430312,0.598503,0.808457,0.85386,0.785248,0.459861,0.764813,0.782758,0.14825,no,no
0.436846,0.610746,0.785298,0.860931,0.755864,0.475733,0.830819,0.826237,0.183538,no,no
0.45764,0.616321,0.765298,0.868002,0.800288,0.578702,0.851001,0.847151,0.201643,no,no
0.443279,0.625549,0.759532,0.875074,0.845098,0.607137,0.7968,0.859891,0.167497,no,no
0.494286,0.631507,0.835543,0.882145,0.890203,0.626681,0.869415,0.866396,0.244454,no,no
0.452631,0.648415,0.783207,0.885091,0.791115,0.406518,0.853318,0.780183,0.300699,no,no
0.468078,0.6509,0.796527,0.886565,0.833125,0.418779,0.865656,0.843586,0.352297,no,no
0.43517,0.649545,0.772891,0.888038,0.787415,0.367695,0.873498,0.814935,0.372766,no,no
0.519055,0.640982,0.809197,0.889511,0.759944,0.278662,0.773413,0.821982,0.325475,no,no
0.418866,0.644847,0.769512,0.890984,0.717592,0.314046,0.857887,0.786556,0.368008,no,no
0.401265,0.631414,0.786742,0.892457,0.676142,0.362854,0.91201,0.761343,0.383662,no,no
0.344509,0.624074,0.740341,0.893931,0.694441,0.375353,0.93524,0.752796,0.433974,no,no
0.509838,0.434953,0.776851,0.83503,0.420419,0.326857,0.867678,0.443664,0.559365,no,no
0.425931,0.431593,0.63705,0.83503,0.181,0.247047,0.853287,0.477304,0.530014,no,no
0.460743,0.447003,0.576575,0.83503,0.171039,0.254414,0.757338,0.474104,0.515469,no,no
0.473298,0.456977,0.67164,0.83503,0.316446,0.238986,0.803896,0.41845,0.617013,no,no
0.507792,0.461203,0.781858,0.83503,0.364605,0.210235,0.756495,0.530192,0.480424,no,no
0.515008,0.475676,0.688443,0.83503,0.387894,0.200935,0.754167,0.454361,0.490332,no,no
0.499481,0.499547,0.729723,0.83503,0.413914,0.169441,0.733058,0.540439,0.475622,no,no
0.528782,0.498922,0.701705,0.83503,0.29807,0.169851,0.785218,0.507809,0.45435,no,no
0.510662,0.502806,0.720393,0.83503,0.566471,0.169437,0.81108,0.462248,0.478756,no,no
0.506699,0.513334,0.708557,0.83503,0.433016,0.160556,0.779581,0.507395,0.460476,no,no
0.538072,0.522248,0.776621,0.83503,0.501229,0.181014,0.819834,0.517795,0.474236,no,no
0.496739,0.521543,0.785282,0.83503,0.532861,0.14804,0.839011,0.503806,0.536035,no,no
0.485725,0.51896,0.778872,0.83503,0.563148,0.170127,0.821221,0.495965,0.540629,no,no
0.47513,0.518739,0.79609,0.83503,0.561765,0.196624,0.837573,0.509702,0.509663,no,no
0.538241,0.629864,0.831795,0.83503,0.616417,0.326857,0.844442,0.575032,0.448722,no,no
0.529845,0.629864,0.794634,0.83503,0.633473,0.326857,0.815259,0.568696,0.475282,no,no
0.471031,0.476536,0.899969,0.747496,0.636402,0.371426,0.702507,0.722212,0.260818,no,no
0.468098,0.477842,0.825432,0.751031,0.554719,0.256404,0.740128,0.582358,0.222001,no,no
0.450184,0.487877,0.776641,0.754567,0.468026,0.276184,0.661677,0.501229,0.266565,no,no
0.485217,0.476664,0.769679,0.758103,0.242638,0.256996,0.736734,0.47117,0.256712,no,no
0.424094,0.478912,0.767196,0.765174,0.213766,0.250016,0.800131,0.400797,0.353762,no,no
0.740318,0.706977,0.749605,0.826753,0.868289,0.241676,0.755302,0.782292,0.269562,no,no
0.904623,0.845267,0.952744,0.946965,0.972542,0.326857,0.747577,0.799764,0.109398,no,no
0.884593,0.856057,0.906756,0.948144,0.900623,0.462831,0.268052,0.789818,0.152247,no,no
0.925354,0.854056,0.915361,0.948733,0.9028,0.442517,0.29403,0.8286,0.083084,no,no
0.888247,0.845455,0.888279,0.949322,0.839904,0.534228,0.270984,0.826385,0.110357,no,no
0.922389,0.853471,0.977473,0.949912,0.893671,0.458049,0.229821,0.864611,0.188751,no,no
0.905501,0.857358,0.911975,0.950501,0.941784,0.477362,0.246093,0.826803,0.155045,no,no
0.931907,0.855195,0.923667,0.95109,0.9461,0.44894,0.230303,0.875017,0.140691,no,no
0.913186,0.855738,0.905555,0.951679,0.934907,0.474882,0.305126,0.85515,0.163517,no,no
0.884265,0.85839,0.928044,0.952269,0.947278,0.516099,0.226977,0.871836,0.200934,no,no
0.891652,0.863812,0.92375,0.952858,0.933799,0.525195,0.207542,0.83342,0.174084,no,no
0.903499,0.865102,0.90083,0.9547,0.911292,0.462214,0.222539,0.813504,0.189546,no,no
0.891338,0.867034,0.903406,0.956541,0.933152,0.485827,0.21535,0.819193,0.148475,no,no
0.904397,0.868286,0.925356,0.958382,0.942589,0.395761,0.240063,0.805815,0.125461,no,no
0.907855,0.869836,0.929263,0.960224,0.942312,0.408974,0.226658,0.845323,0.191786,no,no
0.895425,0.865092,0.931815,0.962065,0.955084,0.407767,0.177456,0.763885,0.223841,no,no
0.913968,0.872646,0.926858,0.963907,0.957987,0.49247,0.164834,0.828733,0.172503,yes,no
0.912771,0.875781,0.949936,0.965748,0.939599,0.550411,0.187789,0.810965,0.129514,no,no
0.872633,0.874212,0.920005,0.96759,0.922313,0.467912,0.229808,0.794579,0.179638,no,no
0.91901,0.899225,0.952588,0.949322,0.912509,0.599974,0.393146,0.799216,0.207754,no,no
0.926619,0.900645,0.935447,0.951974,0.875937,0.440528,0.324055,0.797354,0.191119,no,no
0.963975,0.905436,0.946676,0.954626,0.947482,0.453226,0.303818,0.871036,0.149988,no,no
0.921912,0.908248,0.962395,0.956394,0.952732,0.377786,0.261467,0.864264,0.17055,no,no
0.933687,0.909049,0.935439,0.957278,0.924195,0.424539,0.183883,0.872949,0.133508,no,no
0.916824,0.910603,0.921337,0.960224,0.932313,0.404592,0.280953,0.822238,0.198728,no,no
0.919061,0.911287,0.950361,0.96317,0.920488,0.492779,0.296374,0.78714,0.181931,no,no
0.924255,0.914676,0.924845,0.966117,0.922361,0.416849,0.280633,0.818425,0.174934,no,no
0.951806,0.915362,0.948848,0.969063,0.904858,0.354403,0.27266,0.799832,0.141553,no,no
0.924232,0.910264,0.945955,0.972009,0.910376,0.256786,0.258596,0.782404,0.177682,no,no
0.897403,0.915765,0.930248,0.974956,0.897867,0.349394,0.265247,0.805868,0.160601,no,no
0.831531,0.917846,0.859633,0.977902,0.819235,0.449541,0.210344,0.753758,0.156319,no,no
0.844145,0.917655,0.889891,0.980849,0.875533,0.426421,0.223131,0.803862,0.163776,no,no
0.59992,0.50917,0.637776,0.911903,0.571364,0.438222,0.68033,0.544005,0.411175,no,no
0.54881,0.508997,0.809068,0.885975,0.686978,0.399976,0.6883,0.442859,0.337248,no,no
0.472484,0.521434,0.930036,0.860047,0.553256,0.328874,0.746664,0.440195,0.2282,no,no
0.409136,0.521841,0.45777,0.834119,0.399182,0.44673,0.744018,0.486062,0.663772,no,no
0.279506,0.49617,0.474464,0.808191,0.31507,0.62466,0.672694,0.386148,1,yes,no
0.20872,0.470365,0.470584,0.782263,0.299364,0.53707,0.662639,0.247954,0.867557,no,no
0.32365,0.482259,0.310483,0.730407,0.290628,0.361301,0.685639,0.261292,0.900296,no,no
0.72841,0.82535,0.861555,0.912787,0.530613,0.293089,0.855048,0.714672,0.01862,no,no
0.633218,0.825138,0.792737,0.919564,0.546211,0.305297,0.790688,0.713966,0.138972,no,no
0.734269,0.838239,0.794592,0.926341,0.592284,0.32622,0.829222,0.79364,0.085439,no,no
0.7462,0.840268,0.835571,0.83503,0.704457,0.355721,0.758784,0.777948,0.047521,no,no
0.719039,0.844247,0.78624,0.83503,0.620833,0.341757,0.809671,0.741807,0.092102,no,no
0.750865,0.845166,0.775596,0.83503,0.610099,0.324247,0.850177,0.81679,0.06707,no,no
0.754301,0.849374,0.845439,0.83503,0.613837,0.412806,0.876028,0.835084,0.041214,no,no
0.767153,0.854147,0.865695,0.83503,0.624288,0.343269,0.867014,0.810943,0.074956,no,no
0.776468,0.852405,0.878341,0.83503,0.648222,0.279951,0.817784,0.800048,0.041117,no,no
0.7537,0.853384,0.873243,0.83503,0.702035,0.259766,0.746333,0.761199,0.050472,no,no
0.769664,0.854479,0.880277,0.83503,0.677431,0.154794,0.739151,0.804644,0.016015,no,no
0.780066,0.857189,0.876288,0.83503,0.774477,0.200985,0.720315,0.827602,0.017167,no,no
0.811824,0.629864,0.886039,0.83503,0.7538,0.326857,0.712356,0.800742,0,no,no
0.736973,0.629864,0.840546,0.83503,0.779739,0.326857,0.675304,0.693246,0.064714,no,no
0.790463,0.629864,0.86231,0.83503,0.755593,0.326857,0.656442,0.763021,0.020361,no,no
0.797618,0.629864,0.847466,0.83503,0.748083,0.326857,0.638598,0.807153,0.044702,no,no
